competition_track,canonical_position_code,athlete_name,country_or_nationality,active_from,active_to,source_primary,source_secondary,source_tier,discovery_status,source_audit_status,fit_score_estimate,notes
masculino,segundo_atacante,Wayne Rooney,England,2002,2021,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,91,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Ronaldo Nazario,Brazil,1993,2011,https://www.fifa.com/en/archive,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,tier_1_seed,seed_loaded,in_review_seed_audit,96,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Thierry Henry,France,1994,2014,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,94,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Robert Lewandowski,Poland,2006,2026,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,tier_2_seed,seed_loaded,in_review_seed_audit,96,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Karim Benzema,France,2004,2026,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,94,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
masculino,centroavante,Erling Haaland,Norway,2016,2026,https://www.uefa.com/uefachampionsleague/history/rankings/players/matches_played/,https://www.transfermarkt.com/spieler-statistik/wertvollstespieler/marktwertetop,tier_2_seed,seed_loaded,in_review_seed_audit,91,seed inicial pendente de auditoria completa; primeira onda critica masculina em revisao
feminino,goleiro,Hope Solo,United States,2000,2016,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,92,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Christiane Endler,Chile,2009,2026,https://www.uefa.com/,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,90,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,lateral_direito,Lucy Bronze,England,2007,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,94,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_direito,Ellie Carpenter,Australia,2017,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,84,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Selma Bacha,France,2017,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,84,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Sakina Karchaoui,France,2012,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,86,seed feminina inicial pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,zagueiro,Wendie Renard,France,2006,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,95,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,zagueiro,Irene Paredes,Spain,2010,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,89,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Keira Walsh,England,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,89,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Saki Kumagai,Japan,2005,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,88,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,meia_central,Aitana Bonmati,Spain,2016,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,96,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_central,Kim Little,Scotland,2006,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,88,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Alexia Putellas,Spain,2010,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,96,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Dzsenifer Marozsan,Germany,2007,2025,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,91,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Delphine Cascarino,France,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,86,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Trinity Rodman,United States,2021,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,84,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Megan Rapinoe,United States,2006,2023,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,91,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Lauren Hemp,England,2017,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,85,seed feminina inicial pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,segundo_atacante,Vivianne Miedema,Netherlands,2012,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,92,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,segundo_atacante,Kosovare Asllani,Sweden,2008,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,87,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Sam Kerr,Australia,2008,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,94,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Ada Hegerberg,Norway,2010,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,93,seed feminina inicial pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Mary Earps,England,2011,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,92,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Alyssa Naeher,United States,2009,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,89,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,goleiro,Ann-Katrin Berger,Germany,2011,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,86,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,lateral_direito,Ona Batlle,Spain,2018,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,88,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_direito,Emily Fox,United States,2018,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,83,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_direito,Giulia Gwinn,Germany,2017,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,84,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Fridolina Rolfo,Sweden,2011,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,87,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Katie McCabe,Ireland,2014,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,84,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,lateral_esquerdo,Niamh Charles,England,2016,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,82,seed feminina fase 2 pendente de auditoria completa; terceira onda feminina de laterais em revisao
feminino,zagueiro,Millie Bright,England,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,88,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,zagueiro,Leah Williamson,England,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,87,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,zagueiro,Mapi Leon,Spain,2010,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,87,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Patri Guijarro,Spain,2015,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,88,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Yui Hasegawa,Japan,2013,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,85,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,volante,Lena Oberdorf,Germany,2019,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,86,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,meia_central,Lindsey Horan,United States,2012,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,88,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_central,Grace Geyoro,France,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,84,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_central,Rose Lavelle,United States,2017,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,84,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Jill Roord,Netherlands,2013,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,85,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Pernille Harder,Denmark,2007,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,90,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,meia_ofensivo,Claudia Pina,Spain,2018,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,82,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Caroline Graham Hansen,Norway,2011,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,94,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Beth Mead,England,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,87,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_direita,Kadidiatou Diani,France,2012,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,85,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Guro Reiten,Norway,2014,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,83,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Salma Paralluelo,Spain,2021,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,83,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,ponta_esquerda,Mallory Swanson,United States,2015,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,83,seed feminina fase 2 pendente de auditoria completa; segunda onda criativa feminina em revisao
feminino,segundo_atacante,Sophia Smith,United States,2020,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,86,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,segundo_atacante,Lineth Beerensteyn,Netherlands,2014,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,81,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,segundo_atacante,Ewa Pajor,Poland,2012,2026,https://www.uefa.com/,https://www.fifa.com/en/archive,tier_1_seed,seed_loaded,in_review_seed_audit,87,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Alex Morgan,United States,2010,2025,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,90,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Barbra Banda,Zambia,2018,2026,https://www.fifa.com/en/archive,https://www.transfermarkt.com/,tier_2_seed,seed_loaded,in_review_seed_audit,84,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
feminino,centroavante,Alessia Russo,England,2017,2026,https://www.fifa.com/en/archive,https://www.uefa.com/,tier_1_seed,seed_loaded,in_review_seed_audit,83,seed feminina fase 2 pendente de auditoria completa | primeira onda critica feminina em revisao
